company_id,log_content,log_date,stage,prev_stage,transition,prev_rank,curr_rank,time_gap_days,transition_type,time_gap_group
0000101324,磅秤＆個案時數進度討論，達邁的客戶已要求七月要看到進展。明日內部跟廠商會議，下週給客戶進度。,2025-06-08 16:53:44.573,C1,B,B → C1,2,3,270.0,反向降級,>180天
0000101332,Q: 線下活動出席A: 重複線索,2026-04-24 15:43:52.057,E,A,A → E,1,6,,反向降級,
0000101336,"邀請客戶參加 6/17(二)台北-大直典華、6/19(四)台中-林酒店、6/26(四)台南-桂田酒店 , 13:00~16:30 WF老客回娘家線下活動《鼎新再聚 數智新生》",2025-06-06 17:50:18.303,E,A,A → E,1,6,102.0,反向降級,90-180天
0000101337,"Q: 情資,ESG關鍵A: 已與窗口做聯繫",2025-05-05 09:45:02.097,D,C1,C1 → D,3,5,,反向降級,
0000101341,"104需求為公司網站維護、已及開發
非鼎新可承接範疇",2024-11-08 09:49:40.913,C1,A,A → C1,1,3,,反向降級,
0000101341,"處長提出PLM的料號出現工程師會自行修改的動作 導致過去交易過的同料號出現不同規格及價格  這件事要怎麼管理?  明日PLM嘉鴻顧問會來晶彩 會再提醒一次
與處長分享生單助理, 處長表示剛好近期單量也不大，有時間可了解及研究，會後提供資料及生單影片分享給採購及IT評估, 請顧問先跟我說解決方案，如有合適再來擴大痛點。
處長假日會在香山老家種種植栽水果，好相處及願意分享的長官
IT 週三都有週會 ; 採購週三跟倉庫品保有產銷會議",2025-03-12 11:54:12.523,B,A,A → B,1,2,20.0,反向降級,7-30天
0000101341,"Ｎutanix因跳電異常重啟ERP，序號跑掉，請客服育華協助詢問產中確認這次重開機無法授權的異常原因？
因客戶會需要跟長官解釋只是整個Ｎutanix異常重啟，序號就跑了是為什麼？Guardservice的判斷機制為何？可以給個明確的規則嗎？ERP 跟PLM 都跑掉，那BPM 為何沒事？？

客服已回電給客戶說明，並查出異常原因：
GS那台 主機回傳的資訊，今天GS回傳的跟以前註冊時不一樣，所以導至 WF的系統控制員去檢查 時才發生錯誤
以為是GS換主機才需要重新授權。

這部份有可能是GS主機那台做了WINDWOS UPDATE 造成。GS會記錄硬體資訊有沒有改變，所以有可能做了WINDWOS UPDATE  造成系統資訊有變化造成。這部份 可能要先看GS那台的程式是不是太舊了。如果太舊先幫客戶更新後再觀察。

待月結忙完，Marks會協助詢問採購處長生單助理評估進度",2025-03-31 21:22:05.550,C1,A,A → C1,1,3,3.0,反向降級,<7天
0000101341,現場來了各職能共15人，包含採購處長、財務、採購，AiGP平台升級說明及舊版&新版之間差異補充的QA，當下大家討論的氛圍較為傾向原版本，但仍需內部再討論,2025-05-14 17:49:53.223,C1,B,B → C1,2,3,0.0,反向降級,
0000101341,"客戶回報希望我們參考提供資訊後給予一份報價單，另外詢問我們報價單上2M骨幹這用途是做什麼的？是MPLS嗎? 一樣接在VCE上,同internet連線，對手為VMware。POC的結束時間不一定，因為需要大陸那邊的人配合測，還有發生問題要想辦法解決，所以POC的結束測試時間還沒出來
竹北VCE 100M / VCG 15M
上海 VCE 15M / VCG 15M + Forti FG50G (for internet)",2025-08-01 16:42:26.987,B,A,A → B,1,2,38.0,反向降級,30-90天
0000101341,主責單位要做14064的認證（未來要做GHG溫室氣體），單位有詢問IT有什麼可以協助的，還沒確定要怎進行，有找一個雲端的方案在評估（有個平台給客戶去上傳資料跑出表格來），因要做14064認證，有先提供碳總管相關資料給內部參考。先前ESG皆為人工整理資料，現在要求IT寫程式協助主責單位，IT就想先評估有沒比較好用的平台,2026-03-27 13:34:30.643,C1,A,A → C1,1,3,184.0,反向降級,>180天
0000101353,"1. 更新 ""WF版更報價規劃"" 給新格，請客戶幫忙PUSH內部請購，原預算是50萬上下，新格表示會找其他的預算來cover (感謝新格!!)
2. Infra 萬淳提出NB一批採購，16:54已與售前採購賴思潔 Vanessa Lai 詢價",2025-03-11 17:58:40.203,B,A,A → B,1,2,18.0,反向降級,7-30天
0000101353,RHEL PC與Red Hat Satellite授權訂閱一年新購、M.2 SSD與64GB RAM，一家競爭對手，IT會再告知我是否有價差，幫忙push。已請婉瑜、Kate報價,2025-06-03 18:59:21.443,B,A,A → B,1,2,36.0,反向降級,30-90天
0000101353,因上次VM訂閱，數科那有額外報價AI智管家維護服務，藉此跟新格提及 AI Agent數智分身-法規遵循顧問_方案包(2人版_AP/DB)/一年含安裝Ai智管家+弱掃工具 ，看是否有興趣了解；【活動邀約】台北大直典華13:30~16:30《2026數智新動能，競局新戰力：與老客共創數智新未來》老客回娘家,2026-04-27 16:09:36.790,B,A,A → B,1,2,12.0,反向降級,7-30天
0000101428,"Q: 問卷舉手A: 今年營收數字不佳,升級AiGP要明年再評估",2025-07-07 18:55:54.017,C1,B,B → C1,2,3,,反向降級,
0000101497,"1.因為公司省錢的關係，異地備份會用手工換硬碟來做。告訴客戶我方工程可收費協助建置，日後客戶只要每日去換硬碟並確認有沒有成功即可
2.NAS硬碟故障，待提供報價",2024-07-12 18:42:03.350,B,A,A → B,1,2,,反向降級,
0000101529,9/25 因最近WF續約，故Jorden連帶詢問Mail2000 電子郵件系統軟體授權維護 報價一年期 & 三年期,2024-09-25 19:16:54.253,B,A,A → B,1,2,5.0,反向降級,<7天
0000101529,處理生管部門提出之需求：需DSC顧問協助分析客製，今日已立案，待二線派工聯繫客戶,2024-09-30 16:46:29.607,C1,B,B → C1,2,3,4.0,反向降級,<7天
0000101532,客戶窗口對高階報告完了，高階希望我們過去說明升級與工程包的帶來的效益，預計5/20拜訪,2025-10-03 14:07:51.830,C1,B,B → C1,2,3,,反向降級,
0000102279,Q: 線下活動出席A: 客戶想知道後續決策助理的應用。要約顧問到場Demo,2026-01-22 09:57:31.510,B,A,A → B,1,2,,反向降級,
0000102472,Q: HRM顧問推薦A: 提供HRM 報價給客戶並說明內容,2026-02-23 10:42:28.410,B,A,A → B,1,2,,反向降級,
0000103922,AIGP老客回娘家活動邀約，論述覆蓋,2025-10-03 19:02:54.473,E,A,A → E,1,6,,反向降級,
0000104324,更新報價,2024-01-15 15:06:20.740,B,A,A → B,1,2,3.0,反向降級,<7天
0000104324,Q: 問卷舉手推薦A: 目前三竹在評估一體機中,2026-04-27 10:20:11.383,C1,B,B → C1,2,3,832.0,反向降級,>180天
0000104431,1. AI私有化論述，Garry哥表示有興趣，聽完伺服器300-500萬後沒有被嚇到。當年瑜嫻和永哥推雲格格時，Garry哥已認為AI對公司的應用可以有很多想像，等方案比較明確時可以過去說明 2. 希望現在鼎新已開放的各AI應用要整合入口,2024-08-14 10:19:43.973,C1,A,A → C1,1,3,151.0,反向降級,90-180天
0000104431,"1. 邀約10/16預測透鏡活動
2. Garry 哥詢問GDPR",2024-10-11 17:05:30.807,C2,B,B → C2,2,4,38.0,反向降級,30-90天
0000104431,MxN訪談，已導入APS、MES管控，且用的不錯，後續想要做二階段優化，看是不是可以運用AI來預警、預測,2026-04-24 15:39:05.310,D,C2,C2 → D,4,5,559.0,反向降級,>180天
0000104608,"Q: 問卷舉手A: 與客戶聯繫,客戶對ai想要有多一點的了解,但公司近期不太有時間,之後再約時間安排更詳細介紹",2025-06-26 18:35:39.560,C1,A,A → C1,1,3,,反向降級,
0000104987,自從LOIUS離職後都還沒有招聘到人，目前是想找資訊部負責資安的人員，今年已導完ISO27001，明年除了基本社交演練，弱掃外，有預計想要導S1 MDR，但是是守銓經理負責，再與他約訪介紹S1,2024-11-07 17:25:48.460,E,C1,C1 → E,3,6,,反向降級,
0000105292,新資訊經理拜訪，提供瀏覽器方案包、AI一體機簡報,2025-06-12 12:18:18.677,C1,A,A → C1,1,3,,反向降級,
0000108999,Q: 未達標準PASS單A: 已提供資料給賴主任,2025-05-02 19:40:58.623,C2,A,A → C2,1,4,410.0,反向降級,>180天
0000109735,Q: 問卷舉手推薦A: 對新版本功能感到興趣，預計規劃部門Workshop活動demo操作新版ERP AI功能,2026-04-30 13:51:49.133,B,A,A → B,1,2,668.0,反向降級,>180天
0000109759,災難還原演練需求，協助聯繫Infra業務，Infra業務先前已報價過,2025-03-05 17:32:30.627,B,A,A → B,1,2,8.0,反向降級,7-30天
0000111433,"整理給BIBI各專案報價單(9份報價單)做為預算參考，Bibi說他先看過後找我討論，他也再進行後續呈報(預計月底左右)
報價單包含:
1.AIGP升級
2.T100雙因素認證
3.AIGP費用差旅報銷專案
4.HRM導入專案
5.微軟與OralceDB授權
6.HR人臉辨識整合方案
7.更改IP與重新註冊之工程勞務需求
8.T100-2026年度維護
9.ISO27001導入與取證",2025-07-27 17:26:50.310,B,A,A → B,1,2,,反向降級,
0000111868,"(ESG) 今年重啟ESG專案，自主接露，目標2024年底產出2023年的報告，專案預估8個月，回推5月就要開始輔導。
說明碳總管平台，因為製程全委外，Reon希望收集4個加工廠的碳排資料。",2024-06-23 15:23:51.407,C2,A,A → C2,1,4,17.0,反向降級,7-30天
0000112537,寄送第一版的報價給客戶窗口，目前客戶上午要開會，下午會與窗口聯繫說明報價內容。,2025-07-21 09:31:29.097,B,A,A → B,1,2,,反向降級,
0000113092,反應員工出勤會有超時情況，客服單位目前已說明若是只要呈現規範內的資料，需要進行報表客製，或是可加購「HRM員工出勤明細方案」。已約7/10線上會議說明。,2024-07-02 15:08:10.973,C1,B,B → C1,2,3,,反向降級,
0000114638,因昨天有陳總有表示想要了解碳盤查軟體，所以有將需求調研表提供給客戶並致電陳總詢問碳盤查的計劃。陳總表示目前是因爲被客戶要求提供碳盤查資料，所以目前的做法是透過Excel來做盤查，那目前塑膠中心有提供16+4的補助案，所以想利用補助案來做盤查。目前的計劃是先做碳盤查並申請ISO14064，未來會想要做到碳足跡。,2024-04-29 22:16:24.170,C1,B,B → C1,2,3,8.0,反向降級,7-30天
0000114638,致電陳總詢問有關碳盤查輔導的計劃，但陳總秘書是説陳總今天未進辦公室且下周需要到國外旅行，請我7月初在來電,2024-06-25 17:26:56.057,C2,C1,C1 → C2,3,4,56.0,反向降級,30-90天
0000114638,原客戶對於版更得感興趣程度意願不高只想要執行硬體汰換，有與特助分享GP3後續不維護，所以想要約特助及總經理的時間拜訪進行討論，特助表示會在與總經理呈報，但想要先知道以下三點:(1)版更的成本、(2)如果繼續使用GP3的結果及(3)是否可以透過個案來解決後續如果法令更修鼎新如果不主動協助更修内容，並請我們在與總經理約時間進行討論上述三點。另外特助有提到因爲近期關稅戰及臺幣升值的關係，品茂有點擔心後續是否獲利會有影響，因此特助認爲如果成本太高或許有可能會維持GP3不版更,2025-05-06 22:52:06.780,C1,B,B → C1,2,3,229.0,反向降級,>180天
0000115082,"目的: 收支票+客情拜訪
窗口: 賴明斌業務經理(賴董小兒子)(包含處理資訊)、鍾協理(管理)、賴經理(資訊)
關心關稅影響程度，目前也是觀望中，因為公司主要外銷為主，也聊到公司的軟硬體確實比較舊了要考慮升級，聊到這個就大致說明AIGP新版的功能介紹，明斌經理覺得不是很適合公司需求，因為公司網路屬於封閉，有單獨做一個網路僅使用ERP，不對外連結，故其實window server也都很就沒有再更新了，對於雲端還是存在不信任，聽過蠻多朋友或客戶遭到資安攻擊和勒索，所以AI化導致很多資料可能上雲(即使是私有雲)能有資安疑慮，我這邊有提到AI一體機概念，但明斌經理覺得為了ERP弄一個一體機很不實際，故目前對於這件事情就觀望。有提到可以請工程遠端確認目前主機環境，故同意版更評估。",2025-05-27 18:12:34.957,C1,A,A → C1,1,3,,反向降級,
0000115771,寄出MA、服務時數，電話關回是否收到，表示未收到，因此在寄一次,2024-08-27 15:21:36.817,E,B,B → E,2,6,0.0,反向降級,
0000115771,"協助邱特助將申請書寄給相關單位，申請數據助理開通，接下來會有人員與他聯繫協助安裝、操作說明。

與特助聊到，他目前主要負責的是公司""數位轉型""部分，接下來他也會參加經濟部舉辦的AI轉型資源等等活動(有請特助如果有補助要找我們)。

目前聊到痛處 - 技術中心過去做過某些專案，遇到問題時做出解決方案，但這些知識與經驗隨著人員來來去去，不易保留，可能十年後遇到相同的問題時，忘記當初是如何解決的，需要再花一次時間與人力來處理問題，希望有一個地方是可以協助建立KM、know how來提升工作效率",2024-09-11 10:02:24.283,D,B,B → D,2,5,1.0,反向降級,<7天
0000115771,鄞先生確認發票可以開九月份。另外請我未來若有ERP憑證格式更新，特別是有關財務這一塊，例如發票格式之類的，有釋出更新的功能的話，請我通知(已和鄞先生說明，比較少會有系統憑證更新的狀況，通常是板更會遇到，想與鄞先生進一步確認問題 但因為他表示主要是財務的人員向他反映，詳細他也不太清楚),2024-09-24 10:04:15.667,C1,A,A → C1,1,3,11.0,反向降級,7-30天
0000115771,"1.AI私有化-特助對於私有化有興趣，預算上還是會有些考量，目前有參加政府補助計畫，目前也有3 - 4家廠商提供AI執行布局的內容給特助，但對鼎新的AI也相當有興趣想要多了解，也切入IPO企業隱私性問題，AI私有化隱密性較高，已協助填寫AI私有化的問卷，待後續追蹤
2.有邀約保聯活動，會轉給另位主要管理公司策略的特助，讓他考慮要不要參加",2024-10-18 17:20:48.120,B,A,A → B,1,2,21.0,反向降級,7-30天
0000115771,"與博至連繫後，請我與邱特助釐清1.補助案，鼎新是否符合申請適用 2.高明鐵是否有規定須用「非大陸製軟件」，如是 需明年晚一點，鼎新才能提供。
如兩者都確認好後，再與博至聯繫，會請協銷協助。今日邱特助會議中，未連繫上。",2024-10-29 16:06:12.110,C1,B,B → C1,2,3,10.0,反向降級,7-30天
0000115771,邱特助詢問SFT機台設備資料要如何設定上去，已有立案為客服，但目前客服回應，機台資料需要全數結案，才能夠做設定，但邱特助想知道有沒有其他方式可以協助,2025-01-06 13:35:02.497,C2,C1,C1 → C2,3,4,68.0,反向降級,30-90天
0000115771,Q: HRM客服推薦A: 確定詢問內容，公司有在做組織碳盤查，以及ESG相關稽核,2025-11-12 19:02:35.550,C2,B,B → C2,2,4,71.0,反向降級,30-90天
0000116500,Q: 熱度推薦A: 邀約老客回娘家活動時，有與顧客分享資安議題，且建議做版更,2025-06-05 19:26:39.120,E,C1,C1 → E,3,6,,反向降級,
